ham,Does not operate after  &lt;#&gt;  or what,
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,
ham,Please dont say like that. Hi hi hi,
ham,Thank u!,
ham,Oh that was a forwarded message. I thought you send that to me,
ham,Got it. Seventeen pounds for seven hundred ml ‰ÛÒ hope ok.,
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",
ham,Me n him so funny...,
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",
ham,When Ì_ login dat time... Dad fetching Ì_ home now?,
ham,"What will we do in the shower, baby?",
spam,88800 and 89034 are premium phone services call 08718711108,
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",
ham,Then mum's repent how?,
ham,Sorry me going home first... Daddy come fetch Ì_ later...,
ham,Leave it de:-). Start Prepare for next:-)..,
ham,Yes baby! We can study all the positions of the kama sutra ;),
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,
ham,Carlos'll be here in a minute if you still need to buy,
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),
ham,Have a good evening! Ttyl,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,"this wont even start........ Datz confidence.."""
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,
spam,08714712388 between 10am-7pm Cost 10p,
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",
ham,He also knows about lunch menu only da. . I know,
ham,When i have stuff to sell i.ll tell you,
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,
ham,So do you have samus shoulders yet,
ham,What time you think you'll have it? Need to know when I should be near campus,
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",
ham,Then dun wear jeans lor...,
ham,"Since when, which side, any fever, any vomitin.",
ham,K:)k.are you in college?,
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",
ham,"Haha awesome, omw back now then",
ham,Yup i thk so until e shop closes lor.,
ham,what is your account number?,
ham,Eh u send wrongly lar...,
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,
ham,Ok i shall talk to him,
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,
ham,Jus finish bathing...,
ham,"alright, I'll make sure the car is back tonight",
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,
ham,Aight ill get on fb in a couple minutes,
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,
ham,Where can download clear movies. Dvd copies.,
ham,"Yep, by the pretty sculpture",
ham,Convey my regards to him,
ham,S s..first time..dhoni rocks...,
ham,Ok ill tell the company,
ham,"Awesome, think we can get an 8th at usf some time tonight?",
ham,So that means you still think of teju,
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",
ham,No no:)this is kallis home ground.amla home town is durban:),
ham,So lets make it saturday or monday as per convenience.,
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,
ham,Not a drop in the tank,
ham,(That said can you text him one more time?),
ham,"Sorry, I'll call later",
ham,Ok i go change also...,
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,
ham,Hey! There's veggie pizza... :/,
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",
ham,Happy new years melody!,
ham,ÌÏ dun need to pick ur gf?,
ham,Yay! You better not have told that to 5 other girls either.,
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",
ham,Just nw i came to hme da..,
ham,"I'm outside islands, head towards hard rock and you'll run into me",
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,
ham,"I want to show you the world, princess :) how about europe?",
ham,Nobody can decide where to eat and dad wants Chinese,
ham,No shoot me. I'm in the docs waiting room. :/,
ham,Now? I'm going out 4 dinner soon..,
ham,Hello which the site to download songs its urgent pls,
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",
ham,Ok. No wahala. Just remember that a friend in need ...,
ham,I will see in half an hour,
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",
ham,\Hey sorry I didntgive ya a a bellearlier hunny,
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,
ham,Happy birthday... May all ur dreams come true...,
ham,Aiyah u did ok already lar. E nydc at wheellock?,
ham,TELL HER I SAID EAT SHIT.,
ham,Sure! I am driving but will reach my destination soon.,
ham,"K so am I, how much for an 8th? Fifty?",
ham,Your daily text from me ‰ÛÒ a favour this time,
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,
ham,i dnt wnt to tlk wid u,
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@"""
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,
ham,All e best 4 ur exam later.,
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,
ham,Oh k.i think most of wi and nz players unsold.,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",
ham,Take some small dose tablet for fever,
ham,Oh. U must have taken your REAL Valentine out shopping first.,
ham,"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?",
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,
ham,Why you keeping me away like this,
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,
ham,Dude just saw a parked car with its sunroof popped up. Sux,
ham,Get ready to put on your excellent sub face :),
ham,Tmrw. Im finishing 9 doors,
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",
ham,I am late. I will be there at,
ham,"whatever, im pretty pissed off.",
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,
ham,U guys never invite me anywhere :(,
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,
ham,I can do that! I want to please you both inside and outside the bedroom...,
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",
ham,I love to wine and dine my lady!,
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,
ham,I think u have the wrong number.,
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),
ham,"Aight, I'll ask a few of my roommates",
ham,"Now, whats your house # again ? And do you have any beer there ?",
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",
ham,Yes we are chatting too.,
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,
ham,Are you going to write ccna exam this week??,
ham,Well i will watch shrek in 3D!!B),
ham,Am i that much dirty fellow?,
ham,Mom wants to know where you at,
ham,"Aight, I'll text you when I'm back",
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,
ham,Oh ok i didnt know what you meant. Yep i am baby jontin,
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,
ham,Watching tv now. I got new job :),
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,
ham,I AM AT A PARTY WITH ALEX NICHOLS,
ham,I love working from home :),
ham,And miss vday the parachute and double coins??? U must not know me very well...,
ham,"Sorry, I'll call later",
ham,My sister got placed in birla soft da:-),
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... ,
ham,"There're some people by mu, I'm at the table by lambda",
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,
ham,ELLO BABE U OK?,
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,
ham,Wait 2 min..stand at bus stop,
ham,Oh ic. I thought you meant mary jane.,
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?,
ham,Nah im goin 2 the wrks with j wot bout u?,
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,
ham,Good night. Am going to sleep.,
ham,"Aight I'll grab something to eat too, text me when you're back at mu",
ham,K...k:)why cant you come here and search job:),
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",
ham,Thanx but my birthday is over already.,
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",
ham,"I noe la... U wana pei bf oso rite... K lor, other days den...",
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",
ham,IM GONNA MISS U SO MUCH,
ham,Is avatar supposed to have subtoitles,
ham,Simply sitting and watching match in office..,
ham,You can jot down things you want to remember later.,
ham,Oh sorry please its over,
ham,Hey are we going for the lo lesson or gym? ,
ham,Mine here like all fr china then so noisy.,
ham,Later i guess. I needa do mcat study too.,
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",
ham,If he started searching he will get job in few days.he have great potential and talent.,
ham,"Carlos took a while (again), we leave in a minute",
ham,Well done and ! luv ya all ,
ham,Then why you came to hostel.,
ham,K still are you loving me.,
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,
ham,I wont. So wat's wit the guys,
ham,Yavnt tried yet and never played original either,
ham,"Hiya, had a good day? Have you spoken to since the weekend?",
ham,See? I thought it all through,
ham,I'm at work. Please call,
ham,get ready to moan and scream :),
ham,Oh k :)why you got job then whats up?,
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",
ham,Every day i use to sleep after  &lt;#&gt;  so only.,
ham,K I'll call you when I'm close,
ham,U buy newspapers already?,
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,
ham,No management puzzeles.,
ham,How did you find out in a way that didn't include all of these details,
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,
ham,will you like to be spoiled? :),
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",
ham,Remind me how to get there and I shall do so,
ham,:-( that's not v romantic!,
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,
spam,You have 1 new message. Please call 08718738034.,
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,
ham,Draw va?i dont think so:),
ham,Dont pick up d call when something important is There to tell. Hrishi,
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,
ham,Is ur paper today in e morn or aft?,
ham,I will lick up every drop :) are you ready to use your mouth as well?,
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,
ham,"I av a new number,  . Wil u only use this one,ta.",
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,
ham,7 lor... Change 2 suntec... Wat time u coming?,
ham,No de.am seeing in online shop so that i asked.,
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,
ham,Oic... Then better quickly go bathe n settle down...,
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,
ham,A bloo bloo bloo I'll miss the first bowl,
ham,Lmao but its so fun...,
ham,Oh k k:)but he is not a big hitter.anyway good,
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,
ham,Do you think i can move  &lt;#&gt;  in a week,
ham,She.s find. I sent you an offline message to know how anjola's now.,
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,
ham,"Greetings me, ! Consider yourself excused.",
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,
ham,they released another Italian one today and it has a cosign option,
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,
ham,Dai what this da.. Can i send my resume to this id.,
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",
ham,Ultimately tor motive tui achieve korli.,
ham,From 5 to 2 only my work timing.,
ham,‰Û_ and don‰Û÷t worry we‰Û÷ll have finished by march ‰Û_ ish!,
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,
ham,Now thats going to ruin your thesis!,
ham,In sch but neva mind u eat 1st lor..,
ham,Hey whats up? U sleeping all morning?,
ham,Erm. I thought the contract ran out the4th of october.,
ham,Ok...,
ham,Want to finally have lunch today?,
ham,Do you know when dad will be back?,
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,
ham,He remains a bro amongst bros,
ham,R u meeting da ge at nite tmr?,
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",
ham,Why de. You looking good only:-)..,
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,
ham,Sorry de i went to shop.,
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,
ham,Nope i'm not drivin... I neva develop da photos lei...,
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",
ham,Okie.. Thanx..,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",
ham,Depends on where u going lor.,
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,
spam,FreeMsg>FAV XMAS TONES!Reply REAL,
ham,Lil fever:) now fine:),
ham,I think it's all still in my car,
ham,Can a not?,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,
ham,Yes princess! I want to catch you with my big strong hands...,
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,
ham,I want to be there so i can kiss you and feel you next to me,
ham,I am not at all happy with what you saying or doing,
spam,Adult 18 Content Your video will be with you shortly,
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),
ham,Smith waste da.i wanna gayle.,
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",
ham,"Aight, tomorrow around  &lt;#&gt;  it is",
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",
ham,"Yo, any way we could pick something up tonight?",
ham,I've not sent it. He can send me.,
ham,Fine am simply sitting.,
ham,Thts god's gift for birds as humans hav some natural gift frm god..,
ham,Are you coming to day for class.,
ham,Im done. Just studyn in library,
ham,Ok... U enjoy ur shows...,
ham,Anything...,
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,
ham,Send me yetty's number pls.,
ham,How much it will cost approx . Per month.,
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",
ham,"Sorry, got a late start, we're on the way",
ham,Then u go back urself lor...,
ham,I AM AT THE GAS STATION. GO THERE.,
ham,"K, if u bored up just come to my home..",
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,
